Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1,0,60,1,1,931,0,5,0,3,4,0,3,4,4,5,5,4,5,4,0,0.0
1,1,24,0,1,1172,4,4,4,2,3,4,3,3,3,5,4,5,5,3,0,0.0
0,1,24,0,1,532,2,0,2,4,3,2,4,3,4,2,5,4,4,3,0,0.0
1,0,44,0,0,783,1,1,1,1,5,5,5,2,2,2,2,5,2,3,3,4.0
0,1,36,0,1,391,2,1,2,4,1,2,1,1,1,3,4,1,3,1,70,62.0
0,0,55,0,0,1939,0,0,0,1,3,4,4,3,3,3,3,3,3,5,34,37.0
0,0,48,0,0,2922,4,4,4,4,4,4,3,4,4,4,4,1,4,3,0,0.0
0,0,58,0,1,1773,2,3,3,3,5,3,3,2,2,2,2,1,2,3,0,0.0
1,0,40,1,0,1744,5,3,5,3,5,3,3,2,2,5,3,3,2,1,0,5.0
0,0,28,1,1,204,2,3,0,2,3,0,3,3,4,1,3,4,4,3,0,6.0
0,0,53,0,2,676,2,5,5,5,5,4,4,2,2,2,2,1,2,3,0,0.0
0,0,48,0,1,896,2,4,4,4,4,2,4,2,2,2,2,5,2,1,12,8.0
0,0,41,0,1,956,4,2,2,2,5,4,5,5,4,1,2,1,1,5,29,94.0
0,0,36,0,0,3347,3,1,1,1,1,2,1,3,3,3,3,2,3,2,18,12.0
1,0,16,1,1,1514,3,4,3,4,4,3,4,4,2,3,4,1,4,4,7,0.0
0,0,64,0,0,209,4,4,4,4,5,3,5,4,4,3,2,5,2,5,147,259.0
1,0,48,0,0,1713,3,3,3,3,2,5,4,5,5,5,5,5,5,4,32,43.0
0,0,28,1,1,1085,2,5,2,3,4,2,3,4,4,4,5,3,5,4,17,51.0
0,0,17,0,1,606,5,1,4,1,5,5,4,5,5,1,2,5,3,5,15,15.0
1,0,30,1,0,2239,3,4,4,2,4,4,4,4,3,3,4,4,5,4,0,0.0
1,0,42,0,0,1807,4,4,4,4,4,4,4,5,5,5,5,3,5,5,53,20.0
1,0,26,1,1,483,3,1,3,3,3,3,3,3,1,2,2,2,4,3,5,4.0
1,0,43,0,0,803,3,3,3,3,3,2,2,5,5,5,5,1,5,5,0,0.0
1,0,46,0,1,451,5,5,5,5,5,5,5,5,5,1,1,3,2,5,88,74.0
1,0,51,0,2,380,2,4,4,4,2,2,2,2,1,1,3,3,4,2,16,0.0
1,0,31,0,0,2342,1,1,1,1,4,4,4,4,3,2,4,3,4,4,8,11.0
1,0,11,0,0,2945,1,1,1,1,4,4,4,4,5,2,4,4,4,4,0,3.0
1,0,35,1,1,395,1,4,1,1,4,1,2,4,5,4,5,3,5,4,23,33.0
0,0,13,0,2,1384,4,5,5,5,4,1,4,3,1,4,3,4,2,4,141,126.0
1,0,57,0,1,308,2,3,3,3,2,2,2,2,1,1,3,2,2,2,0,0.0
1,0,39,1,1,299,2,4,2,4,4,2,4,4,2,5,3,1,3,4,0,0.0
0,1,38,0,0,349,3,3,3,5,4,3,4,4,5,4,4,5,5,4,29,28.0
1,0,7,1,1,1154,3,4,3,2,3,3,3,3,5,2,5,3,5,3,0,0.0
1,0,42,0,2,758,4,5,5,5,4,4,4,4,3,5,5,5,5,4,5,0.0
1,0,50,1,1,2358,1,4,1,5,1,4,4,4,4,5,4,4,3,4,0,0.0
1,0,42,0,1,446,2,2,2,2,2,2,2,2,3,3,4,2,3,2,174,165.0
0,0,47,1,1,447,1,4,1,4,4,3,3,3,3,1,3,4,3,2,1,6.0
0,1,22,0,1,409,2,5,2,4,2,2,2,2,3,3,4,1,3,2,0,0.0
1,0,54,0,1,937,2,2,2,2,2,2,2,2,2,2,2,2,3,2,13,9.0
0,1,27,0,1,163,3,3,3,2,2,3,2,2,5,1,1,2,3,2,0,0.0
1,0,33,0,0,337,1,1,1,1,5,5,5,5,2,3,1,5,1,5,0,0.0
1,0,23,0,0,694,1,1,1,1,1,1,1,1,1,2,4,1,3,1,1,11.0
0,1,26,0,1,488,2,0,2,4,1,2,1,1,3,2,5,1,3,1,0,0.0
0,0,12,1,1,289,2,4,2,3,1,2,1,1,4,3,5,3,4,1,1,0.0
1,0,48,0,0,1851,1,2,1,1,2,5,5,4,4,4,4,5,4,4,0,0.0
0,0,31,0,0,1549,2,2,2,2,4,4,4,4,5,2,5,3,2,4,0,0.0
1,1,26,0,0,235,1,0,1,2,5,1,5,5,4,2,5,3,5,5,0,5.0
0,0,54,0,0,737,4,4,4,4,3,5,4,5,5,5,5,5,5,3,0,3.0
1,0,56,1,1,378,3,4,3,4,1,3,1,1,3,3,4,3,4,1,34,33.0
1,1,21,0,1,101,1,2,1,4,1,1,1,1,2,5,4,4,3,1,0,0.0
0,0,52,0,1,453,1,0,0,4,5,4,3,2,2,1,2,1,2,2,0,0.0
0,0,53,0,0,3643,5,5,5,5,4,4,4,3,3,3,3,3,3,4,0,0.0
0,0,57,1,1,364,1,5,1,3,4,4,4,2,2,1,2,5,2,4,0,0.0
1,0,44,1,1,547,3,5,3,3,1,3,1,1,1,4,1,2,2,1,28,31.0
0,0,53,0,0,667,4,4,4,4,4,4,5,4,4,4,4,5,4,3,6,6.0
0,0,49,1,1,1013,3,3,3,3,5,2,2,4,4,3,4,3,4,4,31,22.0
1,0,62,1,1,581,2,4,2,1,2,2,2,2,5,2,4,4,5,2,0,0.0
1,0,32,0,0,3802,0,0,0,1,5,5,5,5,3,2,5,4,5,5,90,86.0
1,0,39,0,0,2454,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,0.0
1,0,54,0,0,1545,2,2,2,2,5,5,5,5,5,5,5,4,5,4,1,0.0
0,1,25,0,0,1435,5,1,5,4,1,5,1,1,4,2,5,4,5,1,1,1.0
0,0,49,0,0,3043,0,0,0,3,4,4,4,3,3,3,2,3,3,5,0,0.0
0,0,46,0,1,645,3,2,2,2,3,3,3,2,1,2,4,3,3,3,141,139.0
0,0,51,0,0,140,2,1,3,1,1,3,3,3,3,3,2,2,3,2,0,0.0
1,0,58,0,0,1717,1,1,1,1,2,4,5,4,4,4,4,5,4,4,0,0.0
0,0,54,1,1,315,1,5,1,2,3,4,5,2,2,1,2,4,2,3,0,0.0
1,0,36,0,0,1652,2,2,2,2,3,4,5,4,4,4,4,3,4,5,0,0.0
0,0,60,1,1,1050,1,3,1,4,1,5,1,3,3,1,3,5,3,4,53,77.0
0,0,53,0,0,2704,3,1,1,1,5,2,4,3,3,3,3,2,3,3,4,6.0
0,0,66,1,1,1097,4,3,4,3,4,4,5,3,3,4,3,5,3,2,0,0.0
0,0,52,0,0,3475,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0
1,1,64,0,1,315,4,3,4,4,5,4,4,5,4,5,3,2,3,5,0,24.0
1,0,25,0,0,1947,3,4,5,5,3,2,3,3,3,3,4,4,4,3,0,0.0
0,0,67,0,2,135,4,3,3,3,1,4,4,4,4,4,4,2,4,2,0,0.0
0,1,30,0,1,933,3,3,3,4,3,3,4,3,5,5,3,5,1,3,4,3.0
1,0,40,0,0,1959,3,3,3,3,4,4,4,4,3,5,5,4,5,4,209,191.0
0,1,34,0,0,883,3,4,4,3,5,4,2,5,5,4,5,4,5,5,0,0.0
1,0,40,1,1,2504,4,5,5,1,4,5,4,4,2,3,3,2,4,4,0,0.0
1,1,26,0,1,304,2,0,2,4,4,2,2,4,4,3,5,4,1,4,0,6.0
0,0,55,0,0,1688,2,2,2,2,2,5,5,5,5,5,5,4,5,3,0,0.0
1,0,26,0,0,1047,5,5,5,5,2,3,2,2,4,3,5,4,4,2,0,0.0
1,0,41,0,0,2285,4,4,4,4,1,4,3,5,5,5,5,3,5,1,0,1.0
0,0,61,0,1,986,2,5,5,5,2,3,2,2,2,2,2,1,2,3,17,11.0
1,0,41,0,1,493,3,3,3,3,3,3,3,3,3,4,4,4,2,3,0,0.0
1,0,12,1,1,462,2,4,2,3,2,2,2,2,3,4,2,2,1,2,0,0.0
0,0,33,1,1,546,3,4,4,4,5,4,5,5,1,5,3,1,5,5,80,76.0
0,0,48,1,1,296,2,5,4,3,4,4,4,2,2,4,2,3,2,3,0,0.0
0,0,60,0,0,1797,4,4,4,4,5,4,5,5,5,5,5,4,5,5,0,0.0
1,0,49,0,1,224,4,2,2,2,5,4,5,5,4,5,1,1,2,5,3,0.0
0,0,42,0,1,261,1,2,5,2,1,3,3,1,1,1,1,3,1,1,0,0.0
0,0,34,0,0,1903,5,5,5,5,4,4,5,5,5,5,5,3,5,3,12,8.0
1,0,57,0,0,370,3,3,3,3,3,4,4,5,5,5,5,3,5,2,0,0.0
0,0,38,0,0,285,5,5,5,5,1,1,3,4,4,4,4,5,4,5,0,0.0
0,0,49,0,0,1999,5,5,5,5,2,3,4,5,5,4,5,3,5,5,23,0.0
1,0,43,0,0,1371,4,4,4,4,3,4,4,3,3,4,3,5,3,5,4,3.0
1,0,47,1,1,546,4,5,4,3,4,4,4,4,2,5,2,4,4,4,0,14.0
0,0,41,0,0,3396,3,3,2,3,4,5,5,5,5,5,5,4,5,4,0,0.0
0,0,35,0,0,2128,2,2,2,2,1,5,1,4,4,4,4,5,4,4,0,0.0
0,1,25,0,0,545,3,5,3,1,5,3,5,5,4,4,5,3,5,5,0,2.0
1,0,48,0,1,89,3,5,5,5,3,3,3,3,2,5,4,3,3,3,0,0.0
1,0,58,0,0,158,2,2,2,2,2,4,4,1,1,1,2,3,1,2,0,0.0
0,1,37,0,0,235,4,4,4,3,4,4,4,4,5,3,5,4,4,4,0,30.0
1,0,60,0,0,2231,2,2,2,2,2,4,4,2,2,2,2,1,2,4,0,2.0
1,1,13,0,1,525,2,2,2,3,3,2,3,3,3,1,3,1,4,3,0,0.0
1,0,58,1,1,631,3,1,2,2,1,2,1,1,1,1,3,4,2,1,0,0.0
0,1,36,0,0,2677,3,3,3,3,3,3,3,3,5,5,3,3,4,3,0,0.0
1,0,25,1,1,909,2,2,3,3,2,3,2,2,1,3,4,3,3,2,11,0.0
0,0,53,0,0,1621,4,3,3,3,1,3,4,4,4,4,4,1,4,2,0,0.0
1,0,68,1,1,406,3,3,3,2,3,3,3,3,5,3,3,4,5,3,0,0.0
0,0,62,1,1,577,3,5,3,3,3,4,4,2,2,3,4,3,2,3,9,13.0
0,1,42,0,0,337,2,2,2,3,2,2,2,2,5,4,4,5,4,2,0,25.0
0,0,12,1,2,308,2,4,2,2,1,2,1,1,1,2,5,5,5,1,0,0.0
0,0,22,1,1,451,2,4,2,3,2,2,2,2,3,5,5,4,5,2,0,0.0
0,0,69,0,1,735,1,4,4,4,3,3,4,1,1,1,1,4,1,2,12,4.0
1,0,47,0,0,2770,0,0,0,3,2,4,4,4,4,4,4,4,4,5,0,0.0
0,0,22,1,1,1390,1,4,2,2,1,2,1,1,4,2,1,3,5,1,0,0.0
0,0,61,0,1,272,4,5,5,5,2,5,4,4,4,4,4,1,4,2,0,0.0
1,0,34,0,1,455,4,1,1,1,4,4,4,4,3,3,1,2,3,4,0,0.0
1,0,49,0,0,3805,3,2,2,2,4,4,3,3,3,4,3,1,3,2,10,0.0
0,0,19,0,1,223,4,5,5,5,4,4,4,4,2,5,3,2,3,4,2,0.0
1,1,47,0,1,608,4,1,3,3,1,3,4,1,4,1,3,2,3,1,83,45.0
0,0,18,1,1,581,3,5,3,3,2,3,2,2,5,3,4,3,5,2,56,56.0
0,0,42,1,1,728,2,3,2,3,5,3,4,3,3,2,3,3,3,2,0,3.0
1,0,10,0,1,868,2,4,4,4,2,3,2,3,1,4,3,2,2,2,315,307.0
0,0,24,0,0,3410,5,5,5,5,4,4,4,4,3,2,4,4,4,4,0,0.0
0,0,12,1,1,719,3,4,3,3,1,3,1,1,5,2,4,4,4,1,0,0.0
0,0,26,0,1,1188,1,5,5,5,1,1,4,1,2,3,4,3,3,1,0,13.0
1,0,58,1,1,201,2,5,2,5,5,2,5,5,4,2,1,5,3,5,10,15.0
0,0,9,1,0,253,2,5,2,4,3,2,1,3,3,2,3,1,5,3,0,0.0
0,1,38,0,0,1389,5,5,5,1,2,5,2,2,4,5,5,3,4,2,3,0.0
0,0,59,0,1,145,4,2,2,2,1,1,3,4,4,4,4,5,4,4,1,9.0
0,0,20,1,1,255,3,5,3,4,5,3,5,5,5,2,5,4,4,5,0,0.0
1,0,62,1,1,2475,3,2,2,3,1,2,1,1,3,2,3,3,2,1,0,0.0
1,0,37,0,0,129,4,3,3,3,2,3,4,2,2,1,4,4,2,4,77,78.0
0,0,60,1,1,438,3,4,3,3,5,4,4,4,4,3,4,3,4,5,1,0.0
0,0,22,0,0,3152,1,4,4,4,1,1,1,1,4,3,3,1,3,1,46,46.0
1,0,33,0,1,483,4,4,4,4,4,4,4,4,3,1,3,4,5,4,313,336.0
1,0,27,0,1,1235,4,1,1,1,4,4,4,1,1,3,4,4,2,4,391,354.0
1,0,39,1,1,645,3,3,3,5,3,3,1,3,5,4,5,3,3,3,21,74.0
0,0,32,0,1,163,2,4,4,4,2,2,2,2,3,2,4,2,3,2,0,0.0
0,0,43,1,1,752,3,5,3,5,5,4,5,3,3,3,5,3,3,4,52,29.0
1,0,28,0,0,101,2,1,1,1,2,2,2,2,2,2,3,2,4,2,0,0.0
1,1,20,0,1,846,3,3,3,2,2,3,2,2,1,4,2,1,3,2,15,41.0
0,0,52,1,1,1390,1,4,1,1,2,4,2,3,3,1,3,5,3,1,0,0.0
1,0,67,0,0,2726,1,2,3,2,2,3,4,1,1,1,1,3,1,2,2,17.0
1,0,25,0,0,1796,4,2,2,2,4,4,4,1,5,3,3,4,2,4,176,164.0
1,0,26,0,0,1629,1,1,1,1,5,5,5,5,4,4,2,3,3,5,0,0.0
0,0,44,0,0,3979,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,0.0
1,0,29,1,1,1020,1,4,1,4,1,1,1,1,3,3,3,4,3,1,0,0.0
1,0,58,0,0,2415,2,2,2,2,4,4,5,4,4,4,4,3,4,3,19,19.0
0,0,59,0,0,1444,1,1,1,1,2,5,4,5,5,5,5,3,5,4,11,15.0
0,0,50,1,1,1416,1,4,1,1,3,5,4,3,3,1,4,5,3,3,13,0.0
0,0,37,0,0,258,2,2,2,2,5,3,1,4,4,4,4,2,4,1,0,0.0
0,0,9,0,0,1337,5,5,5,5,5,5,5,5,5,3,4,4,4,5,4,0.0
0,0,51,0,2,261,5,4,4,4,4,3,1,5,5,5,5,1,5,1,0,0.0
0,0,42,0,1,899,3,5,5,5,3,1,3,3,3,3,3,5,3,5,0,0.0
0,0,19,0,1,327,3,4,4,4,3,3,2,3,2,1,3,1,3,3,35,62.0
0,0,15,0,0,3746,2,2,2,2,4,4,4,4,1,5,3,4,1,4,0,0.0
1,0,70,0,0,296,4,1,1,1,2,3,3,4,4,3,4,4,4,1,0,0.0
0,1,26,0,0,386,5,4,5,5,1,5,1,1,3,3,4,4,5,1,5,4.0
1,0,31,0,0,3561,1,1,5,1,5,5,5,5,3,3,3,1,3,5,0,4.0
1,0,53,0,0,2277,3,2,3,3,2,5,5,4,4,4,4,5,4,5,7,1.0
1,0,53,1,1,2075,1,5,2,4,5,2,1,5,5,3,4,3,5,5,45,19.0
0,0,36,0,1,237,2,4,4,4,2,2,2,2,2,4,2,1,1,2,0,0.0
0,0,45,0,0,2133,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,0.0
0,0,51,1,1,417,3,5,3,1,3,1,4,3,3,3,3,1,3,4,0,0.0
1,0,49,1,1,1390,4,4,4,4,5,4,2,5,5,3,5,4,4,5,0,0.0
0,0,24,1,1,605,2,4,2,4,2,2,5,2,5,4,5,3,5,2,0,0.0
0,0,43,0,0,253,5,5,5,5,5,2,1,5,5,5,5,3,5,5,0,0.0
1,0,9,1,1,1390,2,3,2,3,2,2,2,3,3,4,4,2,3,2,270,260.0
1,0,59,0,1,1174,5,1,1,1,4,5,4,4,5,5,3,5,3,4,0,14.0
0,0,32,0,0,1303,5,5,5,5,5,5,5,5,5,2,4,4,5,5,0,0.0
1,0,23,0,0,585,1,2,1,2,1,1,1,1,1,3,3,3,4,1,37,47.0
1,0,7,1,1,2677,4,1,4,3,4,3,4,4,1,3,3,4,1,4,0,0.0
1,0,44,0,0,192,5,5,5,5,3,5,4,5,5,5,5,3,5,3,23,13.0
0,0,9,1,1,883,4,5,3,1,1,3,1,1,4,4,3,3,1,1,28,19.0
1,0,57,0,0,3132,2,1,1,1,4,3,3,3,3,3,2,1,3,2,19,15.0
0,0,23,0,0,721,1,1,1,1,3,5,3,3,5,1,4,3,3,3,45,39.0
1,0,29,0,0,1963,5,5,5,5,4,4,4,4,4,3,5,3,4,4,0,0.0
0,0,49,1,1,484,3,4,3,3,3,5,4,4,4,3,4,5,4,3,0,0.0
1,0,34,1,1,859,3,5,4,2,4,4,4,4,5,3,4,5,4,4,0,88.0
0,0,23,0,2,438,4,5,5,5,4,4,5,4,5,3,4,3,2,4,0,2.0
0,1,48,0,0,2158,4,4,4,3,4,4,4,4,3,5,4,3,5,4,12,0.0
1,1,35,0,1,1152,2,2,2,2,1,2,1,1,2,2,1,3,1,1,0,0.0
1,0,44,0,0,316,1,1,1,1,5,5,4,4,4,4,4,4,4,4,0,0.0
1,0,60,0,0,594,4,4,4,4,3,4,4,5,5,5,5,3,5,4,7,27.0
1,0,52,1,1,689,2,5,2,3,3,2,3,3,1,1,2,2,2,3,0,0.0
0,0,60,1,1,214,3,2,0,4,1,4,4,1,1,0,1,1,1,3,0,0.0
1,0,23,0,0,489,1,5,5,5,1,1,1,1,2,1,2,2,3,1,54,30.0
0,1,35,0,0,723,3,4,4,5,1,4,1,1,3,3,4,3,4,1,0,0.0
1,0,43,0,2,1190,5,1,1,1,5,5,5,5,5,2,3,4,3,5,118,100.0
0,0,46,0,0,3705,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,0.0
0,1,40,0,0,666,4,4,4,4,2,4,2,2,5,3,4,5,4,2,0,0.0
0,1,50,0,1,100,1,2,1,3,2,1,2,2,3,2,3,4,4,2,0,10.0
0,0,61,0,0,2402,4,4,4,4,4,4,4,4,4,4,4,3,4,2,0,0.0
1,0,57,0,0,2993,5,5,5,5,2,4,2,4,4,4,4,4,4,3,0,6.0
0,1,26,0,0,114,4,0,5,3,4,5,4,4,4,2,5,4,4,4,0,13.0
0,0,46,0,0,544,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,6.0
0,0,29,1,1,1024,5,5,5,1,4,5,4,4,3,2,4,3,5,4,26,22.0
1,1,25,0,1,495,4,5,4,4,3,4,3,3,3,3,3,4,3,3,0,0.0
1,0,32,1,1,612,1,5,1,4,4,1,4,4,5,2,5,2,4,4,67,93.0
0,0,22,1,0,349,2,4,2,1,4,2,4,4,4,5,4,4,5,4,0,0.0
1,0,47,0,0,102,2,2,2,2,5,4,5,4,4,4,4,3,4,3,0,1.0
1,0,20,0,0,862,3,3,3,3,5,5,5,5,4,4,4,5,4,5,0,9.0
1,0,40,0,0,258,2,2,2,2,5,4,4,4,4,4,4,5,4,3,62,60.0
1,0,31,0,0,1076,5,5,5,5,4,4,4,4,2,2,5,5,4,4,13,44.0
1,0,25,0,1,846,4,4,4,4,4,4,3,4,5,4,3,2,1,4,10,0.0
1,0,32,0,0,2072,5,5,5,5,2,2,2,5,2,5,4,2,5,2,160,155.0
0,0,43,1,1,462,3,4,3,3,4,4,3,1,1,3,1,3,1,4,0,0.0
1,0,61,0,0,214,3,3,3,3,4,5,5,3,3,4,4,3,3,3,0,0.0
0,1,56,1,1,589,1,5,1,3,3,1,4,3,4,1,1,5,4,3,7,12.0
0,0,40,1,1,1514,4,4,4,3,1,4,3,1,3,4,3,4,5,1,15,10.0
0,0,46,1,0,119,4,0,4,1,5,5,4,4,4,4,4,3,4,3,13,32.0
1,1,28,0,0,1188,1,2,2,3,3,2,4,3,3,1,4,4,2,3,0,0.0
0,1,22,0,1,779,2,2,2,1,1,2,1,1,2,1,5,2,5,1,126,110.0
1,0,41,0,0,2163,3,3,3,3,5,3,4,3,3,3,3,3,3,4,60,70.0
1,0,28,0,0,1942,4,4,3,4,5,5,5,5,1,2,5,5,4,5,0,0.0
1,0,25,1,1,200,3,1,0,2,2,0,2,2,4,4,3,2,3,2,0,4.0
0,0,42,1,1,468,2,4,2,1,1,2,5,1,1,2,1,2,1,3,0,0.0
1,0,60,0,0,2259,5,5,4,5,3,5,4,4,4,4,4,3,4,3,0,0.0
0,0,56,1,1,1431,3,5,3,3,4,5,5,1,1,3,1,2,1,5,91,76.0
1,0,68,1,1,874,2,3,2,4,4,2,4,4,4,2,3,3,3,4,0,2.0
0,1,17,0,1,714,1,1,1,1,5,1,5,5,3,3,2,5,5,5,14,9.0
1,0,50,0,0,1235,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0.0
0,0,54,1,0,844,4,5,5,2,2,4,4,3,3,5,3,3,3,4,0,0.0
0,0,42,0,0,3529,2,2,2,2,3,5,2,4,4,4,4,5,4,4,0,11.0
0,0,51,0,0,3324,4,4,4,4,3,4,5,4,4,4,4,3,4,3,23,17.0
1,0,58,1,1,541,2,2,2,3,1,2,1,1,4,4,4,3,4,1,4,0.0
1,0,28,0,1,731,2,1,1,1,2,2,2,2,3,3,2,3,3,2,14,8.0
0,0,25,0,1,356,3,2,2,2,3,3,1,3,1,2,1,1,2,3,0,24.0
0,0,68,1,1,1635,1,5,1,1,3,4,5,2,2,1,5,3,2,3,0,0.0
0,0,52,0,0,458,3,3,3,3,4,2,3,4,4,4,4,4,4,1,3,12.0
1,0,41,1,0,1183,4,4,4,3,2,3,5,1,1,4,1,3,1,5,0,8.0
0,1,33,0,1,109,3,0,2,5,5,2,5,5,1,3,3,5,5,5,0,0.0
0,0,30,1,2,108,3,4,3,3,4,3,1,4,5,3,5,3,4,4,0,39.0
1,0,20,1,1,446,4,3,4,3,1,4,1,1,3,4,4,2,4,1,0,0.0
1,0,45,0,0,2176,4,4,4,4,3,5,4,5,5,5,5,3,5,4,0,0.0
1,0,46,0,0,480,2,2,2,2,2,5,4,4,4,4,4,4,4,3,94,76.0
1,0,24,1,1,1096,2,5,2,3,1,2,1,1,5,4,4,3,1,1,1,0.0
1,0,22,0,0,936,2,5,2,2,4,4,4,4,5,1,1,4,2,4,0,7.0
0,0,52,0,0,1609,3,2,4,4,3,4,4,3,3,3,3,1,3,3,0,8.0
1,0,38,1,1,460,2,3,3,2,5,3,5,5,1,2,4,3,2,5,17,18.0
1,0,46,0,1,337,2,3,3,3,2,2,2,2,1,2,4,1,3,2,0,6.0
0,0,40,0,1,349,1,4,4,4,1,1,1,1,3,5,3,3,3,1,0,1.0
0,0,58,0,2,862,4,2,2,2,4,3,3,4,4,4,4,1,4,2,0,3.0
1,0,47,0,0,3065,3,2,2,2,3,2,2,3,3,3,3,2,3,1,57,54.0
1,0,39,0,0,1724,0,3,0,1,1,2,3,4,4,4,4,3,4,4,0,0.0
1,0,7,1,1,2176,2,5,2,2,5,2,5,5,3,2,2,1,4,5,0,0.0
0,0,57,0,1,1399,2,2,2,2,4,3,3,2,2,2,2,1,2,4,3,0.0
0,0,55,0,1,1438,2,3,3,3,1,4,3,2,2,2,2,4,2,3,65,91.0
1,0,28,0,0,3545,2,2,2,2,5,4,5,5,2,1,5,3,5,5,45,51.0
0,0,50,0,0,860,2,5,5,5,5,4,3,2,2,2,2,2,2,4,0,0.0
0,0,15,1,1,687,3,1,3,2,2,3,2,2,1,5,1,4,2,2,0,0.0
1,0,59,0,0,2511,1,1,1,1,5,4,5,4,4,5,4,4,4,4,0,1.0
0,0,37,0,0,1966,5,1,5,5,1,3,5,4,4,4,4,1,4,1,0,0.0
0,0,48,0,0,1943,1,1,1,1,3,5,5,5,5,5,5,4,5,5,0,0.0
0,0,52,1,1,551,2,3,2,2,1,1,5,3,3,2,3,4,3,5,4,4.0
1,0,40,0,0,3523,4,2,2,2,2,3,3,4,4,4,4,3,4,4,0,0.0
0,0,40,0,0,937,2,2,2,2,4,3,2,2,2,2,2,3,2,3,0,0.0
0,0,18,0,0,3277,4,4,2,4,4,4,4,4,4,3,4,4,3,4,26,15.0
0,0,33,1,1,226,1,4,1,1,2,1,2,2,3,4,4,4,5,2,0,0.0
0,0,50,0,0,3175,4,4,4,4,2,4,5,5,5,5,5,4,5,3,0,0.0
1,0,38,0,0,1642,1,3,3,3,1,1,1,4,4,2,2,1,2,1,156,155.0
0,0,50,0,1,421,4,4,4,4,2,3,4,4,4,4,4,4,4,1,27,20.0
0,0,55,0,0,895,5,5,5,5,3,4,4,5,5,5,5,5,5,4,0,0.0
0,0,23,0,0,1400,1,1,1,1,4,4,4,4,3,4,5,3,5,4,0,6.0
1,0,29,0,0,1642,1,5,5,5,1,1,1,1,2,1,3,1,3,1,24,14.0
0,0,55,0,1,692,2,4,4,4,1,3,4,2,2,2,2,4,2,4,0,0.0
1,0,50,0,0,3960,4,4,4,4,3,5,4,5,5,5,4,4,5,5,0,1.0
0,1,39,0,0,946,2,2,2,4,5,2,5,5,2,2,4,3,3,5,0,25.0
1,0,41,0,0,2075,4,4,2,4,4,4,4,5,5,5,5,3,5,5,0,10.0
0,0,58,0,2,575,1,4,4,4,2,3,4,2,2,1,2,2,2,4,14,16.0
1,1,39,0,1,237,1,3,1,3,4,1,4,4,4,2,4,3,4,4,7,50.0
0,0,52,0,0,296,3,3,4,3,4,5,5,5,5,5,5,3,5,4,25,23.0
0,1,37,0,1,251,3,2,3,3,3,3,3,3,4,3,3,1,4,3,0,0.0
1,0,45,0,0,2337,1,1,1,1,4,4,5,4,4,4,4,3,4,3,1,10.0
0,0,27,1,0,1426,3,4,3,2,1,3,1,1,2,3,3,3,2,1,12,21.0
1,0,50,0,0,2149,2,5,5,5,3,3,3,2,2,2,2,2,2,4,5,0.0
0,0,21,1,1,447,1,5,1,1,2,1,2,2,3,5,5,3,4,2,34,19.0
1,0,34,0,0,3162,1,1,4,1,1,2,5,5,5,5,5,1,5,2,80,73.0
0,0,26,1,1,1073,2,2,2,4,3,2,3,3,3,2,4,4,3,3,16,0.0
1,0,70,1,1,321,2,5,2,5,2,2,2,2,3,2,2,5,1,2,0,0.0
1,0,44,0,0,3187,2,2,2,2,2,3,5,5,5,5,5,1,5,1,0,0.0
0,1,26,0,1,1303,2,2,2,4,3,2,3,3,2,2,3,2,3,3,0,0.0
0,0,47,0,1,370,5,3,3,3,2,1,1,5,5,5,5,3,5,4,0,0.0
1,0,45,0,0,3305,2,2,2,2,3,5,5,4,4,4,4,4,4,3,8,0.0
0,0,40,1,1,399,3,4,3,1,1,3,1,1,5,1,2,5,1,1,0,0.0
1,0,40,0,0,946,5,5,5,5,2,4,5,4,4,4,4,5,4,4,0,4.0
0,0,29,0,0,965,3,4,4,4,3,3,3,3,1,4,3,3,3,3,0,0.0
0,0,46,0,0,2294,1,1,1,1,3,5,4,2,2,2,2,4,2,5,0,0.0
0,0,46,0,0,2799,1,1,1,1,2,4,4,4,4,4,4,5,4,5,43,42.0
1,0,55,0,0,1884,4,4,1,4,3,4,5,4,4,4,5,4,4,5,4,2.0
0,0,32,1,1,201,1,4,1,4,1,1,1,1,3,3,3,1,4,1,63,66.0
1,0,47,0,0,3227,4,4,4,4,5,5,4,4,4,4,4,3,4,5,55,60.0
0,0,34,0,0,760,4,4,4,4,4,4,4,3,3,3,3,3,3,3,6,0.0
1,1,24,0,1,446,3,4,4,4,5,4,5,5,4,4,4,2,4,5,0,0.0
0,0,45,0,0,3597,4,4,4,4,3,4,5,2,2,2,2,3,2,4,22,11.0
1,0,23,1,1,533,2,5,2,3,5,2,5,5,4,5,5,5,5,5,0,0.0
